nconst,actor_name,actor_star_power,actor_movies,actor_avg_budget,actor_avg_revenue,actor_avg_roi,actor_avg_rating,actor_success_rate
nm0005132,Heath Ledger,4,12,17.77790978973492,18.840778472294616,1.4718145129849995,6.883333333333333,0.3333333333333333
nm0005134,Jason Lee,4,15,17.777148802966526,19.156670189231747,1.3691570893586813,5.933333333333334,0.5333333333333333
nm0005148,Delroy Lindo,4,11,17.986114471593144,18.7375882422523,1.1539374590702876,6.2727272727272725,0.36363636363636365
nm0005154,Lucy Liu,4,13,17.909213905677927,18.95383588300021,1.1167619996637703,6.384615384615385,0.46153846153846156
nm0005170,Bernie Mac,3,11,17.868401630544838,18.86041837396875,1.1467377652269652,6.081818181818182,0.5454545454545454
nm0005171,Angus Macfadyen,3,6,16.827772182649802,18.245770364414533,1.9426520874908075,6.333333333333333,0.6666666666666666
nm0005176,Wendie Malick,3,4,17.798923578101068,19.009053585630415,1.4098925627123573,6.0,0.5
nm0005179,Camryn Manheim,1,4,17.13694300725865,17.28182151413911,0.6802953644582508,6.05,0.25
nm0005182,Leslie Mann,4,15,17.654245789143392,18.71701433733707,1.4255052343580699,6.2733333333333325,0.4666666666666667
nm0005188,James Marsden,4,30,17.868192236338135,18.677447862557067,1.0561221131403578,6.25,0.4
nm0005195,Monet Mazur,3,6,17.19423511786528,18.082316575088814,1.3249954645573276,5.466666666666666,0.5
nm0005203,Mary McCormack,1,5,16.86478364583966,17.558123727215182,1.06637527939052,6.16,0.2
nm0005210,Tim McGraw,3,7,17.931057344153995,18.640459656068312,1.34506055337429,6.6000000000000005,0.42857142857142855
nm0005212,Ian McKellen,4,20,18.673771379398502,20.047153713667786,1.6168038104990043,6.995,0.75
nm0005218,Tim Meadows,1,6,17.341871111992198,17.987128044266324,1.1718582857605957,5.333333333333333,0.16666666666666666
nm0005221,Christopher Meloni,3,5,17.916499679461335,18.950382689655576,1.0263742107218798,6.779999999999999,0.6
nm0005226,Debra Messing,3,7,17.434120843051577,18.181550788291368,1.1733488459777643,6.014285714285714,0.5714285714285714
nm0005227,Breckin Meyer,3,8,17.606777384823616,18.52396777054174,1.3613794861921868,5.675,0.625
nm0005231,Dash Mihok,1,10,17.649572043544328,18.64520879081016,0.8284588360319667,6.34,0.2
nm0005232,Izabella Miko,1,5,17.505039825903467,18.631598201035214,0.8899987952991533,5.26,0.4
nm0005241,Ralf Moeller,1,4,17.296750678069195,17.70954924566897,0.6239734504571556,4.625,0.25
nm0005251,Carrie-Anne Moss,4,13,17.50631126720812,18.619128710071784,1.1717678500836115,6.523076923076923,0.46153846153846156
nm0005253,Elisabeth Moss,1,7,16.942897507962112,17.161858213337144,0.8947678969396704,6.128571428571428,0.2857142857142857
nm0005256,Bridget Moynahan,3,10,17.530201176904498,18.46380320652575,1.1679923083122972,6.6,0.6
nm0005259,Megan Mullally,1,9,16.933952029736748,17.02381222406135,0.8105971005552618,5.766666666666667,0.2222222222222222
nm0005260,Frankie Muniz,3,8,16.5659815388482,17.44094898846984,1.2301882984569246,5.2375,0.625
nm0005261,Brittany Murphy,3,10,17.394016982514206,18.377169778011748,1.1743597803220684,6.11,0.5
nm0005265,Kevin Nealon,3,7,17.364306618221633,18.263411588396874,1.2920233134438956,5.6571428571428575,0.5714285714285714
nm0005266,Craig T. Nelson,3,7,17.730386652317847,19.447219266988107,1.7908698554757239,6.714285714285714,1.0
nm0005272,Thomas Ian Nicholas,3,5,17.229953199271186,18.89503759292284,1.7698065509853897,6.0,1.0
nm0005273,Alessandro Nivola,3,8,17.09736121955255,18.323694004882654,1.2263624442221912,6.25,0.5
nm0005276,Jack Noseworthy,1,5,17.399029524198163,17.91322247428044,0.9465696933294594,5.7,0.4
nm0005278,Jerry O'Connell,3,6,17.545212030598464,18.138164571897434,1.1837914149243545,5.266666666666667,0.5
nm0005282,Mike O'Malley,1,6,17.86148155339487,18.092044830325978,0.8315363088493735,5.8,0.16666666666666666
nm0005283,Jacqueline Obradors,1,4,17.732521124803956,17.87802691763615,0.5417263759180037,6.15,0.0
nm0005286,Haley Joel Osment,3,5,17.494339701477234,18.309141488021215,1.2047089415818373,5.88,0.4
nm0005299,Sarah Paulson,3,4,16.486205041726866,17.000659150445063,1.3052306390786588,6.925,0.75
nm0005305,Piper Perabo,4,13,17.162035157120727,17.948805757424708,1.0828950781251216,5.93076923076923,0.46153846153846156
nm0005311,Busy Philipps,3,4,17.0926553286923,18.165454503070833,1.7414058844217624,5.95,0.75
nm0005313,Bijou Phillips,1,5,15.864493021025373,15.997741806101917,0.6700639864936079,5.58,0.2
nm0005315,Jeremy Piven,4,17,17.338404904117837,18.112539431881707,1.1565486955785278,5.952941176470588,0.5294117647058824
nm0005316,Mary Kay Place,3,6,17.173278416511973,18.07875776934619,1.3901056067940072,6.616666666666667,0.5
nm0005326,Jaime Pressly,3,9,17.024111595304486,17.92057182763167,1.190352065229729,5.055555555555555,0.5555555555555556
nm0005327,Freddie Prinze Jr.,1,7,17.49000129998843,18.107807644246066,0.7908022497014969,5.314285714285715,0.2857142857142857
nm0005342,Norman Reedus,1,8,16.579468454046545,17.032865486856302,0.598085523086413,6.0875,0.125
nm0005346,Tara Reid,3,8,16.988342486215885,18.179252155937373,1.3735463970144217,5.425,0.375
nm0005350,Simon Rex,1,4,16.90995634975441,18.16496077443861,1.2256773713298599,4.05,0.5
nm0005351,Ryan Reynolds,4,22,17.931693657122942,18.6831794532279,1.3974544638889383,6.381818181818182,0.5
nm0005368,Doris Roberts,1,4,16.693303589912368,17.31185115094684,0.9687288236754646,5.9,0.25
nm0005377,Sam Rockwell,4,19,17.366488209425206,18.11350180953763,0.9503497500065702,6.7105263157894735,0.3157894736842105
nm0005380,Ray Romano,3,6,17.911243062104774,19.969050472169105,1.905214103539323,6.566666666666666,0.6666666666666666
nm0005381,Rebecca Romijn,3,11,18.329362596373752,19.266683964187013,1.172228074724964,6.254545454545454,0.6363636363636364
nm0005392,Keri Russell,3,11,17.748939202860495,18.795027518308913,1.5310783957339924,6.754545454545454,0.6363636363636364
nm0005403,Jason Schwartzman,1,14,17.29737580789031,17.630286119016542,0.898369376605919,6.528571428571429,0.21428571428571427
nm0005405,Seann William Scott,4,18,17.483336628412292,18.660316727467066,1.425348012092732,6.111111111111111,0.5
nm0005406,William Lee Scott,3,4,18.031335032484233,19.201701985012658,1.6348125019164095,6.925,1.0
nm0005416,Vinessa Shaw,1,7,16.8586715727733,17.443392012082676,1.0562762204402811,6.442857142857143,0.42857142857142855
nm0005417,Lin Shaye,3,7,16.40112413007859,18.137843999630412,2.425372211774695,5.714285714285714,0.5714285714285714
nm0005420,Marley Shelton,1,8,16.408897925512697,16.574703067472893,0.7111550264214599,6.2125,0.125
nm0005431,Henry Simmons,3,4,16.813739761592164,17.837731616773965,1.2540332385873227,5.449999999999999,0.75
nm0005433,Jessica Simpson,1,4,17.46616882523204,17.67777262066993,0.9251746750683937,4.725,0.5
nm0005438,Jeremy Sisto,2,7,16.241576796113176,16.34311390106898,1.3666759547638148,6.3999999999999995,0.2857142857142857
nm0005439,Azura Skye,1,4,17.45965414438061,17.599627711983203,0.7725600071719645,5.699999999999999,0.25
nm0005441,Lindsay Sloane,3,5,17.140546614632086,18.183309251315638,1.2149703741859068,6.38,0.6
nm0005442,Amy Smart,3,11,16.85786619532495,17.90322511443275,1.316217179022237,6.245454545454546,0.5454545454545454
nm0005443,Jean Smart,3,6,17.19423511786528,18.453530056941265,1.6114031823047763,5.966666666666666,0.6666666666666666
nm0005447,Leelee Sobieski,1,8,17.057858778089656,16.787424354104143,0.5231073367119102,5.425,0.0
nm0005448,Marla Sokoloff,1,4,16.120592630907524,17.00412589786918,1.1065765819777722,5.775,0.25
nm0005450,David Spade,3,10,17.912684463816113,19.05173699703873,1.34401727821242,5.8100000000000005,0.5
nm0005454,Scott Speedman,3,9,16.912595370959274,17.985791610586496,1.4494685532399885,6.433333333333334,0.5555555555555556
nm0005458,Jason Statham,4,31,17.646096051549932,18.66516548586857,1.1182648943940938,6.329032258064516,0.45161290322580644
nm0005460,Mary Steenburgen,4,15,17.41865058036856,18.199289555519744,1.1670896873021883,6.9399999999999995,0.3333333333333333
nm0005466,Julia Stiles,3,12,17.28721820891245,18.704720297981375,1.5329068366741627,6.575,0.5
nm0005467,Jerry Stiller,1,5,17.463568043599622,17.56609653783722,0.7462865423842617,4.9399999999999995,0.4
nm0005476,Hilary Swank,4,12,17.285145132308063,17.970271477179942,1.0892200454193155,6.575,0.3333333333333333
nm0005493,Justin Timberlake,3,13,17.62643746864871,18.85856354758823,1.4699891771048232,6.161538461538461,0.6923076923076923
nm0005499,Lily Tomlin,3,8,17.239773245130714,17.560747660947005,1.317108559224298,6.175,0.375
nm0005502,Michelle Trachtenberg,1,5,16.791040175221152,17.576531587855488,1.1986553844916568,6.0200000000000005,0.4
nm0005513,Alanna Ubach,3,5,17.206657637442962,18.965461925775667,2.349081857559392,5.9,1.0
nm0005516,Blair Underwood,1,5,16.648723960844016,17.372266496500966,1.5018657900129804,5.3,0.4
nm0005517,Gabrielle Union,4,16,17.006115542012417,17.77184514820403,1.2376853870945084,5.71875,0.625
nm0005520,Amber Valletta,3,6,17.41737866236131,18.53749347494132,1.3264552540690302,6.016666666666667,0.6666666666666666
nm0005524,Courtney B. Vance,1,6,17.725865526325112,18.655905019246358,0.9874916482910562,6.216666666666666,0.3333333333333333
nm0005527,Sofía Vergara,3,11,17.608954779166652,18.490071792398773,1.2041150573572985,5.636363636363637,0.45454545454545453
nm0005531,Donnie Wahlberg,3,7,17.482728540844477,18.383935289160785,1.8350514635673967,5.814285714285715,0.42857142857142855
nm0005532,Kate Walsh,1,4,16.917852611520342,17.488855657606727,0.9611085278999326,5.6,0.5
nm0005535,Estella Warren,3,4,17.98217579726988,18.675819896973003,1.1221802769473415,5.425,0.5
nm0005541,Marlon Wayans,3,12,17.522966422191022,18.56404336710357,1.864678681559992,5.508333333333334,0.5833333333333334
nm0005558,Harland Williams,1,5,16.773541016255333,17.464694632688733,1.0336975877031898,5.68,0.4
nm0005561,Luke Wilson,4,17,16.511726368879796,17.24246808550018,1.1606633944539788,6.147058823529412,0.35294117647058826
nm0005562,Owen Wilson,4,31,17.93533422173474,18.91005181508904,1.3600944450756862,6.351612903225806,0.5806451612903226
nm0005565,Jonathan Winters,1,4,18.252262104161723,18.93507398669098,0.9660823145751085,4.575,0.25
nm0005568,Russell Wong,3,4,17.823452689569443,18.714792280531498,1.666981392952217,5.675,0.75
nm0005569,Alfre Woodard,1,8,17.467790885561808,18.174164485308214,0.9607382793006162,6.45,0.375
nm0006535,Doug Hutchison,1,4,16.877732619570722,15.765100642031245,0.24582403502208036,6.0,0.0
nm0006610,Donal Logue,1,9,17.641733595380856,18.18906680469848,0.8125131796090403,5.844444444444445,0.2222222222222222
nm0006689,Preity G Zinta,2,8,15.151465380253468,15.973666926073452,1.0163279180311249,6.375,0.375
nm0006713,Rachael Harris,3,6,17.496021787617778,18.721340219463656,1.703564997555545,6.533333333333334,0.6666666666666666
nm0006763,Jackie Shroff,2,8,15.597447211750392,16.590069751612,1.0727529960947813,6.275,0.375
nm0006795,Salman Khan,3,16,16.197022443922883,17.63377249384698,1.5788186491281215,5.49375,0.875
nm0006888,Tom Noonan,1,4,16.540090126591462,15.61185176498314,0.38069965467051836,6.85,0.0
nm0006958,Jonathan Tucker,1,8,16.80182366007496,17.36911783373647,1.2971582503982848,6.125,0.375
nm0006969,Elizabeth Banks,4,24,17.588367299898696,18.936899435698887,1.364293056707399,6.558333333333334,0.4166666666666667
nm0007102,Tabu,3,8,16.759725880542497,18.272473329135174,1.394212808857996,7.675,0.625
nm0007107,Urmila Matondkar,1,4,17.909855136853043,15.610920813288935,1.1102881384150098,6.15,0.5
nm0007123,Mammootty,2,6,14.13322110389819,14.881891221691667,1.2871449371601154,6.833333333333333,0.5
nm0007124,Suhasini,2,4,15.163583966004193,15.850216336521664,1.030272923585343,5.1,0.5
nm0007155,Lynda Boyd,3,4,17.446496060149375,17.852443012404134,1.05422219699168,6.45,0.5
nm0007210,Saul Rubinek,1,5,16.98519618065851,17.449496893459703,0.7020086361302674,6.4799999999999995,0.2
nm0007228,Fardeen Khan,2,7,15.32275775102079,15.691698859981974,1.1406545628009093,5.685714285714285,0.42857142857142855
nm0007237,Leonor Varela,1,6,17.050915724127947,17.285899726883883,0.6148312922608246,6.116666666666667,0.16666666666666666
nm0008206,Akbar Abdi,2,5,10.736418414365374,11.51293546492023,2.0014800002101243,3.5200000000000005,0.6
nm0009016,Jon Abrahams,3,7,16.949139725211854,18.514804580069473,1.611129199208457,5.942857142857143,0.42857142857142855
nm0009530,Alon Aboutboul,3,4,18.20322856911069,19.514913329038528,0.9550964463099518,7.1000000000000005,0.25
nm0010736,Amy Adams,4,23,17.682354284427518,18.72928966893913,1.2820903214335557,6.71304347826087,0.6521739130434783
nm0011038,Jane Adams,1,8,17.237327259482225,17.535255736017657,0.8417583149227551,6.85,0.25
nm0011882,Paul Adelstein,1,5,17.755148749880647,18.39287871232529,1.060854379652633,6.04,0.0
nm0012078,Scott Adkins,3,6,16.71050131701627,17.97765686849361,2.113732658107496,4.966666666666666,0.6666666666666666
nm0012586,A.C. Peterson,1,4,16.773021670646116,15.390000699212079,0.41824240933533635,6.175,0.0
nm0013037,Shohreh Aghdashloo,3,6,17.114429127429087,18.072788016071573,1.33266716185952,6.766666666666667,0.5
nm0014582,Liam Aiken,1,5,17.896432116746126,18.35970555194338,0.7811672046341597,6.56,0.2
nm0015001,Ajith Kumar,2,25,14.769482742014056,15.471068596997394,0.8622917974054318,5.528,0.16
nm0015196,Malin Akerman,4,13,17.566461573902192,18.32886101527596,1.1826015312502256,6.076923076923077,0.38461538461538464
nm0015382,Adewale Akinnuoye-Agbaje,1,11,18.03635428336937,18.669778764684413,0.9591405681942924,6.081818181818182,0.2727272727272727
nm0016141,Carlos Alazraqui,3,10,17.879395929883795,18.80030531670886,1.264766740578033,6.14,0.5
nm0016263,Antonio Albanese,1,4,15.461244429857105,15.771470184301291,0.8301880328207434,5.3,0.0
nm0019382,Mohammad Ali,2,6,15.495717727621969,15.965333012910758,0.9435655140160459,5.583333333333333,0.3333333333333333
nm0019885,Roger Allam,3,7,16.919456461030293,18.284674641144722,1.7273319846350532,7.185714285714285,1.0
nm0020717,Keith Allen,3,4,16.719675692787295,17.981128679482133,1.5434088909510055,6.125,0.25
nm0020739,Krista Allen,3,4,17.493076277462386,18.776909482856436,1.3977892731939958,5.675,0.75
nm0021835,Joaquim de Almeida,1,8,16.550689491337135,16.468888842504857,0.5346150474924972,5.5,0.125
nm0022161,Daniella Alonso,3,4,16.546626097144056,17.987282561028902,2.372094434415954,5.0,0.75
nm0022306,Laz Alonso,3,8,17.842200656203804,19.88138671078982,1.5639062394090348,5.8875,0.5
nm0022883,Bruce Altman,1,6,16.78763301707367,16.89335026003411,0.8256293824573957,6.766666666666667,0.3333333333333333
nm0023832,Mathieu Amalric,1,8,17.554667248578728,18.472959791076004,0.9524207565944123,6.8125,0.25
nm0024404,Lauren Ambrose,1,4,16.648723960844016,15.694501487600716,0.24241584286251888,6.0249999999999995,0.0
nm0025627,Tinnu Anand,2,6,15.231491463975331,16.633043646063644,1.427220291612451,6.233333333333333,0.5
nm0025745,Elena Anaya,1,7,17.410863981518368,17.876102217560398,0.8482038781944731,6.642857142857143,0.14285714285714285
nm0025784,Jordan Ancel,1,4,14.80876270134486,14.468837325586962,0.5375590792483539,4.6,0.0
nm0026364,Anthony Anderson,4,20,17.3210679849807,18.540273971333768,1.4583999023957261,5.725,0.7
nm0027800,Peter Andersson,3,5,16.781087186201322,17.980880453267677,1.8660344326787444,6.42,0.6
nm0028037,Dino Andrade,1,4,14.80876270134486,14.468837325586962,0.5375590792483539,4.6,0.0
nm0029400,Michael Angarano,1,8,17.1654146803266,17.46173242438193,0.6854635502763938,6.2,0.25
nm0032962,Tomas Arana,3,6,17.27287824260609,18.621314546461253,1.3339723609134873,6.466666666666666,0.5
nm0034305,Lee Arenberg,3,4,18.943928893642838,20.329507224033698,1.4843876942951173,6.574999999999999,0.75
nm0034309,Geoffrey Arend,1,7,16.050122774405747,16.73560545965958,1.356313279299864,4.285714285714286,0.42857142857142855
nm0034390,Niels Arestrup,1,7,16.694002939404147,17.39647329561316,0.8959280238797631,7.057142857142857,0.14285714285714285
nm0035018,Arjun Sarja,2,5,14.508658238524095,15.643280625487053,0.975075024228474,5.720000000000001,0.2
nm0035488,Fred Armisen,3,5,17.145927793343557,17.786198419533726,1.389402167520687,6.32,0.6
nm0035514,Richard Armitage,3,5,19.05195252611337,20.357029077058534,1.508557142433018,7.140000000000001,1.0
nm0035605,Alun Armstrong,3,5,18.271019981012362,19.18009044277497,1.1903198489928806,6.14,0.4
nm0035664,Curtis Armstrong,3,6,16.92159093346325,17.80130614407061,1.0367169429762455,6.3999999999999995,0.5
nm0037118,Richmond Arquette,3,4,17.77632374660947,18.511018536449008,1.2025924310874752,6.75,0.5
nm0038355,Tadanobu Asano,3,6,18.379685151031445,19.080269014990172,1.5158659139833297,6.7,0.3333333333333333
nm0039162,Shawn Ashmore,3,5,18.292620085251066,19.05490750265935,0.9344755374937807,6.279999999999999,0.6
nm0039591,Kumiko Asô,1,4,16.452780648561784,16.378518744109744,0.8653087257398262,6.225,0.25
nm0040545,Féodor Atkine,1,4,16.503358119776173,16.14065139670825,0.6342737427112554,7.074999999999999,0.0
nm0040586,Eileen Atkins,3,6,17.9426449591384,18.487606332526155,1.2184195132532176,6.5,0.5
nm0043199,Avinash,2,4,15.099149906915605,15.839898520555082,1.4439921081220155,7.45,0.5
nm0043891,John Aylward,1,4,17.034386422832473,16.951766472857535,0.6744978725068019,5.85,0.25
nm0044762,Obba Babatundé,1,7,16.81765087749422,17.498918908562764,1.0681144123471351,5.985714285714286,0.42857142857142855
nm0045388,Marat Basharov,2,6,15.274125813221904,15.875956295528555,1.0545390558768148,5.1000000000000005,0.3333333333333333
nm0045393,Abhishek Bachchan,2,18,15.775943078399418,16.68923063744005,1.4311717828911361,5.872222222222223,0.6111111111111112
nm0046033,Diedrich Bader,1,10,17.599700214609808,18.476474638926405,1.0897727688592018,4.9799999999999995,0.4
nm0046112,Penn Badgley,3,5,16.1339690985398,17.551148003258312,1.998068003724516,5.9399999999999995,0.8
nm0046277,Bae Doona,3,5,17.977513784236514,18.383795135438895,1.2453630083022653,7.3,0.2
nm0047121,Robert Bailey Jr.,3,4,17.624946996777982,18.434117995849903,1.5229450037438235,6.425,0.75
nm0047155,Bill Bailey,1,4,16.785925074816024,17.378619390896663,0.9048039456276842,6.5,0.5
nm0048075,Manoj Bajpayee,2,11,15.410296396563513,16.06292240867628,1.112828397446314,6.345454545454545,0.5454545454545454
nm0048389,Dee Bradley Baker,3,6,17.34919715186959,18.29590301738259,1.7781285386049472,6.3999999999999995,0.5
nm0048414,Dylan Baker,3,10,17.60694662296648,18.728571448034117,1.1172446578954718,6.37,0.4
nm0048755,Max Baker,1,4,17.822884669631975,18.346704964983818,0.7921575890841083,6.275,0.25
nm0048932,Simon Baker,3,8,17.171972080643425,18.12205265349878,1.3234319458373383,6.1375,0.5
nm0051104,Talia Balsam,2,4,16.546522150380472,15.05574313367874,1.4743086878319962,6.625,0.5
nm0051282,Aleksandr Baluev,1,6,15.44801393876909,15.849588121889067,0.9004829648376892,5.183333333333333,0.3333333333333333
nm0051509,Eric Bana,4,14,18.031060877884457,18.776312008947652,1.0514798998441144,6.914285714285714,0.5
nm0052186,Jonathan Banks,1,4,17.0157131583208,17.630232945980808,0.9505793866116121,6.275,0.25
nm0054697,Ike Barinholtz,1,5,17.018257041552996,18.3800995766809,1.7125348157334814,3.6,0.4
nm0056187,Sacha Baron Cohen,3,13,18.0830540090005,19.451496081724347,1.7273152065597706,6.769230769230769,0.9230769230769231
nm0057150,Jacinda Barrett,1,6,17.734178125978637,17.913121980958888,0.7747732686402343,6.366666666666667,0.0
nm0057321,Bill Barretta,3,6,17.6762402900575,18.626003398165345,1.2918134504324212,6.75,0.5
nm0058372,Roger Bart,3,6,17.323067985587368,17.902082978522458,1.2110384107189647,6.066666666666666,0.5
nm0058581,Justin Bartha,3,8,18.096680422652952,19.5034625507987,1.6576084412135916,6.0625,0.75
nm0059431,Jay Baruchel,4,13,17.95116931724739,19.04877347338267,1.430926111006259,6.9,0.7692307692307693
nm0059800,Aleksandr Bashirov,1,5,16.066802461833923,15.295797230881796,0.4950957530883272,5.0600000000000005,0.0
nm0060221,Linda Bassett,3,4,16.317717298634932,17.81922544595641,1.609973886464137,6.975,0.5
nm0060561,Steve Bastoni,3,4,17.673605242475045,19.099127160848862,1.147028018195375,5.925,0.5
nm0060607,Bipasha Basu,2,10,15.846309591447998,16.865893574611825,1.6508246291700925,5.86,0.8
nm0063571,Kate Beahan,3,5,17.811874730208523,18.802202083583072,1.1891427665744698,5.38,0.6
nm0064040,John Beasley,3,5,17.415558825694,18.31032709443453,1.7044680765857136,5.84,0.6
nm0065007,Demián Bichir,1,7,17.098031685526344,17.866689610448834,0.8974391567159944,6.6571428571428575,0.2857142857142857
nm0067367,Bérénice Bejo,3,4,16.99636259467859,18.004070921073453,1.391240340207871,6.95,0.25
nm0068260,Jamie Bell,4,17,17.82854937837452,18.550621699768868,1.3236607360573405,6.629411764705883,0.4117647058823529
nm0068338,Kristen Bell,4,12,17.504181682045683,18.87036107240625,1.2917001760746076,6.191666666666666,0.4166666666666667
nm0068551,Tobin Bell,3,11,16.721417636643665,18.504273386222316,2.3120493402876456,5.672727272727273,0.7272727272727273
nm0068709,Ned Bellamy,1,9,16.497292900686936,15.56082197369473,0.2664323383612987,5.699999999999999,0.0
nm0069783,Anatoliy Beliy,1,6,15.947014008988157,15.79475574984673,0.8065987315300609,5.45,0.16666666666666666
nm0070115,Paul Ben-Victor,1,4,16.557962250196052,17.196754767498945,0.6706731689737478,5.3,0.25
nm0071275,André 3000,1,5,17.442514634955867,17.64044205519237,0.6767185547418404,6.22,0.2
nm0071818,Jeff Bennett,3,8,16.983093130550188,18.365997869317553,1.4837784689014148,6.25,0.5
nm0075321,Christian Berkel,3,5,17.471350183839803,18.29128214811775,1.2651636265467157,7.4799999999999995,0.4
nm0075359,Xander Berkeley,1,8,16.5873177874181,17.579274723786288,0.939738927555141,6.4875,0.125
nm0075710,François Berléand,3,8,16.394984175837116,17.584834187229816,1.5426445017774437,6.5,0.625
nm0079273,Paul Bettany,4,17,18.020642077512623,19.141416448365913,1.3002403560830764,6.647058823529412,0.4117647058823529
nm0080049,Yasiin Bey,3,11,16.831491041345984,17.68667166845494,1.4395313450481606,6.4818181818181815,0.5454545454545454
nm0080115,Sergey Bezrukov,2,5,15.226497775576945,17.03437944680842,2.131769057005067,6.04,0.8
nm0080238,Tanikella Bharani,2,6,15.29711532616119,15.876024217147117,1.2035697269744936,6.183333333333334,0.5
nm0080966,Bruno Bichir,2,5,14.859314962250004,15.988010746649714,1.7078186868769833,6.16,0.8
nm0081572,Craig Bierko,1,4,17.59400219362504,18.331410474858643,1.172999788783238,5.975,0.25
nm0082211,Haluk Bilginer,1,4,16.854062876605383,16.639981964148703,0.4612910407355801,6.75,0.0
nm0084107,Kevin Bishop,1,4,16.04552506565036,16.41369568718589,0.9159353155241812,6.775,0.25
nm0084969,Hannu-Pekka Björkman,2,5,15.065703827609841,16.05097600959407,0.9995821768587361,5.9799999999999995,0.4
nm0085312,Jack Black,4,24,17.884856027788643,18.97759273635334,1.2297377246539982,6.370833333333334,0.5833333333333334
nm0085400,Lewis Black,3,4,17.926384438531027,19.29673828813383,1.2196468777555436,6.525,0.5
nm0085407,Lucas Black,3,8,17.952076151597968,19.34904409165279,1.6480372003994481,6.625,0.625
nm0087109,Tammy Blanchard,1,9,17.088453641997486,17.758624621550776,0.9281346991666755,6.666666666666667,0.3333333333333333
nm0088127,Alexis Bledel,1,9,16.732079420945997,17.31671996758998,1.2059443029083698,6.166666666666667,0.2222222222222222
nm0089217,Orlando Bloom,4,12,18.54856078983965,20.111638403776503,1.7061465155751376,7.3,0.5833333333333334
nm0089456,Marc Blucas,1,8,17.730030463541134,17.748013191863738,0.6190395563702417,5.575,0.125
nm0090283,Kunchacko Boban,2,6,13.56501850572519,14.415628837955904,1.3392660661167108,5.933333333333334,0.5
nm0092774,Philip Bolden,1,4,16.88356353960952,17.53149953694748,1.0728580899965663,5.325,0.5
nm0092961,Sarah Bolger,3,6,17.267084178647217,17.951109874385985,1.7189296086087062,6.266666666666667,0.5
nm0094080,Fedor Bondarchuk,2,6,15.120233536638056,15.567109012093706,1.3562640300699893,6.3,0.3333333333333333
nm0095017,Hugh Bonneville,3,4,17.624946996777982,18.668622071107585,1.3471977857741797,6.675,0.75
nm0095465,Sahajak Boonthanakit,3,4,16.395727463314174,17.77118433873688,1.6430078417819531,6.45,0.75
nm0095478,Mark Boone Junior,2,7,15.914404648162861,16.710317236885267,1.0537454199670764,6.828571428571428,0.42857142857142855
nm0095561,Mika Boorem,1,8,17.147715103853763,17.298322361509836,0.6948730581180397,6.0375,0.125
nm0095751,Lindy Booth,3,4,16.204273438942487,17.38171198657697,1.628898386796502,6.3,0.75
nm0097504,Alex Borstein,3,6,17.512688839686295,17.785539713728152,1.2825620812715155,5.8,0.5
nm0098378,Kate Bosworth,4,16,17.175951081873617,17.697714486032247,0.9933386929791408,6.1375,0.3125
nm0099521,Bouli Lanners,1,5,16.755005133689217,16.85470232717246,0.8217879848591871,6.26,0.2
nm0100889,Michael Bowen,3,4,17.156604050954954,17.92029395381484,1.1407306661623544,6.625,0.5
nm0101005,Tom Bower,1,9,16.742250013602742,17.078543456189607,0.9876346413881143,6.477777777777778,0.2222222222222222
nm0101710,Billy Boyd,3,5,18.052511435038763,19.83601847255838,1.845104516206942,7.0,0.8
nm0101799,Jenna Boyd,1,4,17.485462027670398,17.337603570572693,0.7205397720257102,6.175,0.0
nm0103038,Jesse Bradford,1,7,17.011264006347293,17.31287418580179,0.8722383915686498,5.814285714285715,0.2857142857142857
nm0103785,Zach Braff,3,7,18.230902898571767,19.075976665514208,1.395600114919533,6.514285714285714,0.5714285714285714
nm0103797,Alice Braga,3,9,17.73263167701015,18.67660477094911,1.2613783252222968,6.644444444444444,0.5555555555555556
nm0103977,Brahmanandam,2,15,15.03282194652439,15.784045296544695,1.2090813268634897,6.260000000000001,0.6
nm0104114,Richard Brake,1,5,16.980985648299452,17.589751875618248,0.9931844687311062,5.62,0.4
nm0105672,Andre Braugher,3,6,17.78580249038432,18.606961321526683,1.0096699444105801,6.45,0.6666666666666666
nm0106319,Jay Brazeau,1,4,16.860033043306743,17.3777553394553,0.7475584664481737,5.9,0.25
nm0107748,Spencer Breslin,1,10,17.87973951345798,18.355153151444927,1.2211123105967854,5.1,0.4
nm0108287,Jordana Brewster,3,8,18.202991055752634,19.916042603589943,1.596846180840207,6.475,0.75
nm0109785,Brent Briscoe,1,7,17.335548646439257,17.040279044094397,0.6609449623304795,6.185714285714285,0.14285714285714285
nm0110168,Connie Britton,1,6,16.85844448069731,17.56491945681643,0.9406559558513289,6.25,0.5
nm0111013,Adam Brody,1,11,16.874004253242813,17.971429182051022,0.9601871533224711,5.7727272727272725,0.2727272727272727
nm0111376,Eleanor Bron,2,4,16.385698171773914,16.82334922748081,1.0932208772556276,6.55,0.5
nm0114460,Ralph Brown,1,5,17.14162516943452,16.682111231310422,0.6941308002556685,5.62,0.2
nm0114532,Rob Brown,1,5,17.330036654695338,17.701243701578388,0.9004050734397495,6.9799999999999995,0.4
nm0114868,W. Earl Brown,2,4,16.142788361109663,16.752801365507032,1.4976198872991637,6.6,0.5
nm0115161,Emily Browning,1,6,17.995012943832805,18.29893076097959,0.8153026171377266,6.033333333333334,0.16666666666666666
